,Estimate_Median_value_(dollars),Margin_of_Error_Median_value_(dollars),CensusTract,Geographic_Area_Name
7152,1344000.00,140641.00,6085507806,"Census Tract 5078.06, Santa Clara County, California"
1491,432900.00,140074.00,6037139401,"Census Tract 1394.01, Los Angeles County, California"
6944,507100.00,139927.00,6085501700,"Census Tract 5017, Santa Clara County, California"
1761,254500.00,139857.00,6037211704,"Census Tract 2117.04, Los Angeles County, California"
1646,574100.00,139715.00,6037195901,"Census Tract 1959.01, Los Angeles County, California"
3201,1501200.00,139484.00,6037620301,"Census Tract 6203.01, Los Angeles County, California"
3271,1259100.00,139476.00,6037670416,"Census Tract 6704.16, Los Angeles County, California"
1594,616300.00,139414.00,6037190801,"Census Tract 1908.01, Los Angeles County, California"
6653,1068500.00,139314.00,6079011504,"Census Tract 115.04, San Luis Obispo County, California"
7215,1327300.00,139306.00,6085510801,"Census Tract 5108.01, Santa Clara County, California"
6845,1416400.00,139221.00,6083000700,"Census Tract 7, Santa Barbara County, California"
3287,1229900.00,138845.00,6037700901,"Census Tract 7009.01, Los Angeles County, California"
829,472800.00,138715.00,6019005517,"Census Tract 55.17, Fresno County, California"
4895,518600.00,138368.00,6065045606,"Census Tract 456.06, Riverside County, California"
6338,667200.00,138044.00,6075016100,"Census Tract 161, San Francisco County, California"
7265,339600.00,137830.00,6085512038,"Census Tract 5120.38, Santa Clara County, California"
2197,515600.00,137775.00,6037302302,"Census Tract 3023.02, Los Angeles County, California"
6352,762200.00,137490.00,6075017700,"Census Tract 177, San Francisco County, California"
1852,340900.00,137371.00,6037221602,"Census Tract 2216.02, Los Angeles County, California"
4835,385700.00,137318.00,6065044805,"Census Tract 448.05, Riverside County, California"
7334,703700.00,137054.00,6087121600,"Census Tract 1216, Santa Cruz County, California"
6456,967200.00,136474.00,6075042602,"Census Tract 426.02, San Francisco County, California"
6860,667700.00,136379.00,6083001604,"Census Tract 16.04, Santa Barbara County, California"
5426,212500.00,136320.00,6071002804,"Census Tract 28.04, San Bernardino County, California"
1504,629500.00,136284.00,6037141201,"Census Tract 1412.01, Los Angeles County, California"
304,1383400.00,136041.00,6001443200,"Census Tract 4432, Alameda County, California"
197,209500.00,135854.00,6001433104,"Census Tract 4331.04, Alameda County, California"
3301,831900.00,135775.00,6037701702,"Census Tract 7017.02, Los Angeles County, California"
6364,988600.00,135185.00,6075020700,"Census Tract 207, San Francisco County, California"
3223,795500.00,135129.00,6037621324,"Census Tract 6213.24, Los Angeles County, California"
3679,419100.00,135124.00,6051000200,"Census Tract 2, Mono County, California"
3589,380000.00,135041.00,6041129000,"Census Tract 1290, Marin County, California"
2484,311400.00,134888.00,6037432802,"Census Tract 4328.02, Los Angeles County, California"
3483,220000.00,134351.00,6037920337,"Census Tract 9203.37, Los Angeles County, California"
7150,1300000.00,134257.00,6085507703,"Census Tract 5077.03, Santa Clara County, California"
1808,822900.00,133649.00,6037216200,"Census Tract 2162, Los Angeles County, California"
7136,1516600.00,133582.00,6085507001,"Census Tract 5070.01, Santa Clara County, California"
7220,1755500.00,133540.00,6085511100,"Census Tract 5111, Santa Clara County, California"
7843,398600.00,133461.00,6111001001,"Census Tract 10.01, Ventura County, California"
1856,168800.00,133451.00,6037221900,"Census Tract 2219, Los Angeles County, California"
4352,371800.00,133303.00,6059099508,"Census Tract 995.08, Orange County, California"
3101,465600.00,133199.00,6037577000,"Census Tract 5770, Los Angeles County, California"
1615,580400.00,132530.00,6037191901,"Census Tract 1919.01, Los Angeles County, California"
2841,273000.00,132102.00,6037541002,"Census Tract 5410.02, Los Angeles County, California"
6290,1058000.00,132068.00,6075010400,"Census Tract 104, San Francisco County, California"
5909,204200.00,131891.00,6073010103,"Census Tract 101.03, San Diego County, California"
2449,1219100.00,131472.00,6037430600,"Census Tract 4306, Los Angeles County, California"
7229,1958300.00,131430.00,6085511702,"Census Tract 5117.02, Santa Clara County, California"
1602,525700.00,131059.00,6037191203,"Census Tract 1912.03, Los Angeles County, California"
7681,330600.00,131022.00,6099003100,"Census Tract 31, Stanislaus County, California"
1523,1173000.00,130880.00,6037143901,"Census Tract 1439.01, Los Angeles County, California"
3602,355900.00,130840.00,6043000400,"Census Tract 4, Mariposa County, California"
7196,884100.00,130759.00,6085509401,"Census Tract 5094.01, Santa Clara County, California"
5633,305200.00,130633.00,6071011205,"Census Tract 112.05, San Bernardino County, California"
6296,693500.00,130516.00,6075011000,"Census Tract 110, San Francisco County, California"
7225,1407200.00,130479.00,6085511500,"Census Tract 5115, Santa Clara County, California"
7209,1976200.00,130448.00,6085510200,"Census Tract 5102, Santa Clara County, California"
2560,1570600.00,130345.00,6037464100,"Census Tract 4641, Los Angeles County, California"
1629,1134700.00,130340.00,6037194200,"Census Tract 1942, Los Angeles County, California"
3171,369000.00,130249.00,6037602801,"Census Tract 6028.01, Los Angeles County, California"
3302,685300.00,130077.00,6037701801,"Census Tract 7018.01, Los Angeles County, California"
2086,1028600.00,130033.00,6037274202,"Census Tract 2742.02, Los Angeles County, California"
4238,283300.00,130014.00,6059087403,"Census Tract 874.03, Orange County, California"
53,345800.00,129513.00,6001405302,"Census Tract 4053.02, Alameda County, California"
5685,180900.00,129496.00,6073002302,"Census Tract 23.02, San Diego County, California"
2521,1302800.00,129419.00,6037460800,"Census Tract 4608, Los Angeles County, California"
8013,482100.00,129350.00,6113010501,"Census Tract 105.01, Yolo County, California"
5768,484900.00,129035.00,6073006100,"Census Tract 61, San Diego County, California"
2788,175000.00,128922.00,6037534404,"Census Tract 5344.04, Los Angeles County, California"
3612,202100.00,128779.00,6045010900,"Census Tract 109, Mendocino County, California"
6803,565700.00,128576.00,6081610800,"Census Tract 6108, San Mateo County, California"
6734,1266700.00,128253.00,6081605300,"Census Tract 6053, San Mateo County, California"
18,355900.00,128145.00,6001401800,"Census Tract 4018, Alameda County, California"
6818,1249300.00,128114.00,6081612600,"Census Tract 6126, San Mateo County, California"
1727,448000.00,128049.00,6037208620,"Census Tract 2086.20, Los Angeles County, California"
4005,603600.00,127932.00,6059042335,"Census Tract 423.35, Orange County, California"
1846,423100.00,127717.00,6037221303,"Census Tract 2213.03, Los Angeles County, California"
4874,750700.00,127658.00,6065045125,"Census Tract 451.25, Riverside County, California"
1830,518800.00,127517.00,6037218900,"Census Tract 2189, Los Angeles County, California"
6329,994000.00,127374.00,6075015300,"Census Tract 153, San Francisco County, California"
933,244400.00,127257.00,6025010101,"Census Tract 101.01, Imperial County, California"
6455,883800.00,127243.00,6075042601,"Census Tract 426.01, San Francisco County, California"
3581,1677200.00,127180.00,6041124100,"Census Tract 1241, Marin County, California"
1870,635900.00,127104.00,6037224420,"Census Tract 2244.20, Los Angeles County, California"
39,468800.00,126806.00,6001404102,"Census Tract 4041.02, Alameda County, California"
1624,555300.00,126735.00,6037192610,"Census Tract 1926.10, Los Angeles County, California"
6299,908500.00,126359.00,6075011300,"Census Tract 113, San Francisco County, California"
6862,953000.00,126348.00,6083001706,"Census Tract 17.06, Santa Barbara County, California"
4121,405100.00,126305.00,6059074003,"Census Tract 740.03, Orange County, California"
1717,556900.00,126152.00,6037207710,"Census Tract 2077.10, Los Angeles County, California"
4177,1053700.00,126065.00,6059075606,"Census Tract 756.06, Orange County, California"
6848,732700.00,126037.00,6083000900,"Census Tract 9, Santa Barbara County, California"
5732,300500.00,125877.00,6073003301,"Census Tract 33.01, San Diego County, California"
3262,1457000.00,125734.00,6037670324,"Census Tract 6703.24, Los Angeles County, California"
2954,401700.00,125627.00,6037554104,"Census Tract 5541.04, Los Angeles County, California"
3541,817600.00,125515.00,6041101100,"Census Tract 1011, Marin County, California"
7199,869400.00,125267.00,6085509500,"Census Tract 5095, Santa Clara County, California"
57,364600.00,125179.00,6001405600,"Census Tract 4056, Alameda County, California"
7208,1827500.00,125168.00,6085510100,"Census Tract 5101, Santa Clara County, California"
2556,794600.00,125130.00,6037463700,"Census Tract 4637, Los Angeles County, California"
1711,461900.00,124889.00,6037207103,"Census Tract 2071.03, Los Angeles County, California"
6115,1122300.00,124460.00,6073017110,"Census Tract 171.10, San Diego County, California"
3427,275000.00,124316.00,6037920011,"Census Tract 9200.11, Los Angeles County, California"
1632,797100.00,124138.00,6037194402,"Census Tract 1944.02, Los Angeles County, California"
5667,389200.00,124084.00,6073000800,"Census Tract 8, San Diego County, California"
6418,1031600.00,124075.00,6075030102,"Census Tract 301.02, San Francisco County, California"
1573,1230500.00,124025.00,6037189202,"Census Tract 1892.02, Los Angeles County, California"
2491,357100.00,123956.00,6037433304,"Census Tract 4333.04, Los Angeles County, California"
1577,980800.00,123912.00,6037189600,"Census Tract 1896, Los Angeles County, California"
3595,1031700.00,123835.00,6041133000,"Census Tract 1330, Marin County, California"
1567,657800.00,123642.00,6037188201,"Census Tract 1882.01, Los Angeles County, California"
7311,343800.00,122745.00,6087110300,"Census Tract 1103, Santa Cruz County, California"
1584,586500.00,122645.00,6037189905,"Census Tract 1899.05, Los Angeles County, California"
3622,497300.00,122564.00,6045011800,"Census Tract 118, Mendocino County, California"
3330,993200.00,122275.00,6037800326,"Census Tract 8003.26, Los Angeles County, California"
3293,749300.00,122254.00,6037701302,"Census Tract 7013.02, Los Angeles County, California"
1572,818200.00,122104.00,6037189201,"Census Tract 1892.01, Los Angeles County, California"
3752,479200.00,122081.00,6053013300,"Census Tract 133, Monterey County, California"
1820,524400.00,121842.00,6037218120,"Census Tract 2181.20, Los Angeles County, California"
6780,821900.00,121763.00,6081609202,"Census Tract 6092.02, San Mateo County, California"
2766,261100.00,121687.00,6037533601,"Census Tract 5336.01, Los Angeles County, California"
3812,809200.00,121617.00,6055201900,"Census Tract 2019, Napa County, California"
7333,542900.00,121559.00,6087121500,"Census Tract 1215, Santa Cruz County, California"
1619,867000.00,121460.00,6037192300,"Census Tract 1923, Los Angeles County, California"
4101,1101900.00,121431.00,6059063500,"Census Tract 635, Orange County, California"
3085,262500.00,121417.00,6037576301,"Census Tract 5763.01, Los Angeles County, California"
5792,669600.00,121348.00,6073007910,"Census Tract 79.10, San Diego County, California"
1598,464300.00,121326.00,6037191000,"Census Tract 1910, Los Angeles County, California"
3993,956400.00,120400.00,6059042323,"Census Tract 423.23, Orange County, California"
7218,1646000.00,120136.00,6085510900,"Census Tract 5109, Santa Clara County, California"
5779,717100.00,120083.00,6073007301,"Census Tract 73.01, San Diego County, California"
5684,268800.00,120049.00,6073002301,"Census Tract 23.01, San Diego County, California"
1509,911400.00,119752.00,6037141400,"Census Tract 1414, Los Angeles County, California"
3734,695300.00,119698.00,6053011604,"Census Tract 116.04, Monterey County, California"
5795,694700.00,119623.00,6073008006,"Census Tract 80.06, San Diego County, California"
6358,780900.00,119404.00,6075020200,"Census Tract 202, San Francisco County, California"
6357,673000.00,119370.00,6075020100,"Census Tract 201, San Francisco County, California"
5755,376500.00,119356.00,6073004800,"Census Tract 48, San Diego County, California"
4348,581300.00,119266.00,6059099417,"Census Tract 994.17, Orange County, California"
3804,1066900.00,119175.00,6055201401,"Census Tract 2014.01, Napa County, California"
6704,615900.00,119070.00,6081602200,"Census Tract 6022, San Mateo County, California"
2073,593100.00,118959.00,6037272202,"Census Tract 2722.02, Los Angeles County, California"
2077,957700.00,118862.00,6037273200,"Census Tract 2732, Los Angeles County, California"
1399,465300.00,118739.00,6037127712,"Census Tract 1277.12, Los Angeles County, California"
3105,859300.00,118527.00,6037577400,"Census Tract 5774, Los Angeles County, California"
1804,813700.00,118380.00,6037214902,"Census Tract 2149.02, Los Angeles County, California"
1544,445400.00,117935.00,6037183702,"Census Tract 1837.02, Los Angeles County, California"
1931,501400.00,117923.00,6037236000,"Census Tract 2360, Los Angeles County, California"
7079,439700.00,117730.00,6085504602,"Census Tract 5046.02, Santa Clara County, California"
6800,548400.00,117637.00,6081610601,"Census Tract 6106.01, San Mateo County, California"
6481,363300.00,117628.00,6075980600,"Census Tract 9806, San Francisco County, California"
145,1207900.00,117451.00,6001423800,"Census Tract 4238, Alameda County, California"
6393,947100.00,117446.00,6075025200,"Census Tract 252, San Francisco County, California"
1604,419200.00,117358.00,6037191301,"Census Tract 1913.01, Los Angeles County, California"
7145,1240400.00,117120.00,6085507402,"Census Tract 5074.02, Santa Clara County, California"
1811,591200.00,116912.00,6037216402,"Census Tract 2164.02, Los Angeles County, California"
