,Estimate_Median_value_(dollars),Margin_of_Error_Median_value_(dollars),CensusTract,Geographic_Area_Name
434,274300,18077,6011000200,"Census Tract 2, Colusa County, California"
435,252100,28881,6011000300,"Census Tract 3, Colusa County, California"
436,253900,31853,6011000400,"Census Tract 4, Colusa County, California"
437,221800,21554,6011000500,"Census Tract 5, Colusa County, California"
438,388500,60594,6013301000,"Census Tract 3010, Contra Costa County, California"
439,330300,30557,6013302005,"Census Tract 3020.05, Contra Costa County, California"
440,408100,18517,6013302006,"Census Tract 3020.06, Contra Costa County, California"
441,401400,30740,6013302007,"Census Tract 3020.07, Contra Costa County, California"
442,497700,34774,6013302008,"Census Tract 3020.08, Contra Costa County, California"
443,445200,25272,6013302009,"Census Tract 3020.09, Contra Costa County, California"
444,457900,16248,6013302010,"Census Tract 3020.10, Contra Costa County, California"
445,634000,29285,6013303102,"Census Tract 3031.02, Contra Costa County, California"
446,515800,41552,6013303103,"Census Tract 3031.03, Contra Costa County, California"
447,548700,34454,6013303201,"Census Tract 3032.01, Contra Costa County, California"
448,523400,36338,6013303202,"Census Tract 3032.02, Contra Costa County, California"
449,625300,14246,6013303203,"Census Tract 3032.03, Contra Costa County, California"
450,429400,25032,6013303204,"Census Tract 3032.04, Contra Costa County, California"
451,538500,24107,6013303205,"Census Tract 3032.05, Contra Costa County, California"
452,690600,21503,6013304001,"Census Tract 3040.01, Contra Costa County, California"
453,606600,109081,6013304002,"Census Tract 3040.02, Contra Costa County, California"
454,649300,28324,6013304003,"Census Tract 3040.03, Contra Costa County, California"
455,666700,54513,6013304004,"Census Tract 3040.04, Contra Costa County, California"
456,587400,20055,6013304005,"Census Tract 3040.05, Contra Costa County, California"
457,283800,39306,6013305000,"Census Tract 3050, Contra Costa County, California"
458,396100,39122,6013306002,"Census Tract 3060.02, Contra Costa County, California"
459,303100,26002,6013306003,"Census Tract 3060.03, Contra Costa County, California"
460,340700,18054,6013306004,"Census Tract 3060.04, Contra Costa County, California"
461,366100,32269,6013307101,"Census Tract 3071.01, Contra Costa County, California"
462,319200,32934,6013307102,"Census Tract 3071.02, Contra Costa County, California"
463,312700,32963,6013307201,"Census Tract 3072.01, Contra Costa County, California"
464,167200,24325,6013307202,"Census Tract 3072.02, Contra Costa County, California"
465,357200,18833,6013307204,"Census Tract 3072.04, Contra Costa County, California"
466,312500,31303,6013307205,"Census Tract 3072.05, Contra Costa County, California"
467,397100,24424,6013308001,"Census Tract 3080.01, Contra Costa County, California"
468,439000,18522,6013308002,"Census Tract 3080.02, Contra Costa County, California"
469,397900,22400,6013309000,"Census Tract 3090, Contra Costa County, California"
470,329800,23765,6013310000,"Census Tract 3100, Contra Costa County, California"
471,331600,17373,6013311000,"Census Tract 3110, Contra Costa County, California"
472,295100,23756,6013312000,"Census Tract 3120, Contra Costa County, California"
473,325200,37701,6013313101,"Census Tract 3131.01, Contra Costa County, California"
474,349400,13204,6013313102,"Census Tract 3131.02, Contra Costa County, California"
475,466100,19336,6013313103,"Census Tract 3131.03, Contra Costa County, California"
476,404700,22341,6013313203,"Census Tract 3132.03, Contra Costa County, California"
477,393100,25881,6013313204,"Census Tract 3132.04, Contra Costa County, California"
478,394200,34456,6013313205,"Census Tract 3132.05, Contra Costa County, California"
479,348600,19701,6013313206,"Census Tract 3132.06, Contra Costa County, California"
480,315000,17258,6013314102,"Census Tract 3141.02, Contra Costa County, California"
481,331400,42618,6013314103,"Census Tract 3141.03, Contra Costa County, California"
482,196200,76826,6013314104,"Census Tract 3141.04, Contra Costa County, California"
483,286300,31236,6013314200,"Census Tract 3142, Contra Costa County, California"
484,427800,20483,6013315000,"Census Tract 3150, Contra Costa County, California"
485,533100,118707,6013316000,"Census Tract 3160, Contra Costa County, California"
486,493800,60595,6013317000,"Census Tract 3170, Contra Costa County, California"
487,533300,45986,6013318000,"Census Tract 3180, Contra Costa County, California"
488,490000,38589,6013319000,"Census Tract 3190, Contra Costa County, California"
489,454900,44009,6013320001,"Census Tract 3200.01, Contra Costa County, California"
490,607600,30131,6013320003,"Census Tract 3200.03, Contra Costa County, California"
491,553900,28304,6013320004,"Census Tract 3200.04, Contra Costa County, California"
492,608500,28220,6013321101,"Census Tract 3211.01, Contra Costa County, California"
493,696200,30933,6013321102,"Census Tract 3211.02, Contra Costa County, California"
494,680100,21489,6013321103,"Census Tract 3211.03, Contra Costa County, California"
495,526400,50602,6013321200,"Census Tract 3212, Contra Costa County, California"
496,719600,38377,6013322000,"Census Tract 3220, Contra Costa County, California"
497,672700,20977,6013323000,"Census Tract 3230, Contra Costa County, California"
498,583000,31715,6013324001,"Census Tract 3240.01, Contra Costa County, California"
499,602000,31343,6013324002,"Census Tract 3240.02, Contra Costa County, California"
500,777500,51048,6013325000,"Census Tract 3250, Contra Costa County, California"
501,841400,21731,6013326000,"Census Tract 3260, Contra Costa County, California"
502,218300,48739,6013327000,"Census Tract 3270, Contra Costa County, California"
503,356300,174610,6013328000,"Census Tract 3280, Contra Costa County, California"
504,461400,19106,6013329000,"Census Tract 3290, Contra Costa County, California"
505,480100,19173,6013330000,"Census Tract 3300, Contra Costa County, California"
506,506900,49898,6013331000,"Census Tract 3310, Contra Costa County, California"
507,548100,24545,6013332000,"Census Tract 3320, Contra Costa County, California"
508,569200,25783,6013333101,"Census Tract 3331.01, Contra Costa County, California"
509,648200,43586,6013333102,"Census Tract 3331.02, Contra Costa County, California"
510,615400,15477,6013333200,"Census Tract 3332, Contra Costa County, California"
511,552800,38412,6013334001,"Census Tract 3340.01, Contra Costa County, California"
512,470500,40970,6013334004,"Census Tract 3340.04, Contra Costa County, California"
513,653600,16681,6013334006,"Census Tract 3340.06, Contra Costa County, California"
514,1145900,89390,6013334200,"Census Tract 3342, Contra Costa County, California"
515,557500,37676,6013335000,"Census Tract 3350, Contra Costa County, California"
516,427200,73021,6013336101,"Census Tract 3361.01, Contra Costa County, California"
517,260900,56374,6013336102,"Census Tract 3361.02, Contra Costa County, California"
518,433500,33484,6013336201,"Census Tract 3362.01, Contra Costa County, California"
519,408900,232317,6013336202,"Census Tract 3362.02, Contra Costa County, California"
520,760200,48306,6013337100,"Census Tract 3371, Contra Costa County, California"
521,414000,132583,6013337200,"Census Tract 3372, Contra Costa County, California"
522,850300,30428,6013337300,"Census Tract 3373, Contra Costa County, California"
523,378100,41981,6013338101,"Census Tract 3381.01, Contra Costa County, California"
524,632100,24090,6013338102,"Census Tract 3381.02, Contra Costa County, California"
525,858800,30405,6013338201,"Census Tract 3382.01, Contra Costa County, California"
526,663500,83011,6013338203,"Census Tract 3382.03, Contra Costa County, California"
527,643100,42396,6013338204,"Census Tract 3382.04, Contra Costa County, California"
528,1075000,34512,6013338301,"Census Tract 3383.01, Contra Costa County, California"
529,1098200,55952,6013338302,"Census Tract 3383.02, Contra Costa County, California"
530,488500,54409,6013339001,"Census Tract 3390.01, Contra Costa County, California"
531,537900,85842,6013339002,"Census Tract 3390.02, Contra Costa County, California"
532,779300,60456,6013340001,"Census Tract 3400.01, Contra Costa County, California"
533,894900,41576,6013340002,"Census Tract 3400.02, Contra Costa County, California"
534,997500,86899,6013341000,"Census Tract 3410, Contra Costa County, California"
535,1113300,52412,6013343001,"Census Tract 3430.01, Contra Costa County, California"
536,902700,52079,6013343002,"Census Tract 3430.02, Contra Costa County, California"
537,1144100,50023,6013343003,"Census Tract 3430.03, Contra Costa County, California"
538,850800,18492,6013345101,"Census Tract 3451.01, Contra Costa County, California"
539,858500,15136,6013345102,"Census Tract 3451.02, Contra Costa County, California"
540,888700,21499,6013345103,"Census Tract 3451.03, Contra Costa County, California"
541,958500,46105,6013345105,"Census Tract 3451.05, Contra Costa County, California"
542,826800,47546,6013345108,"Census Tract 3451.08, Contra Costa County, California"
543,940800,47938,6013345111,"Census Tract 3451.11, Contra Costa County, California"
544,1156900,64033,6013345112,"Census Tract 3451.12, Contra Costa County, California"
545,1071800,46635,6013345113,"Census Tract 3451.13, Contra Costa County, California"
546,1008700,47721,6013345114,"Census Tract 3451.14, Contra Costa County, California"
547,1104800,41876,6013345115,"Census Tract 3451.15, Contra Costa County, California"
548,909100,28407,6013345116,"Census Tract 3451.16, Contra Costa County, California"
549,834800,46027,6013345202,"Census Tract 3452.02, Contra Costa County, California"
550,1208200,132442,6013345203,"Census Tract 3452.03, Contra Costa County, California"
551,1748800,98974,6013345204,"Census Tract 3452.04, Contra Costa County, California"
552,1093800,56680,6013346101,"Census Tract 3461.01, Contra Costa County, California"
553,1685800,68488,6013346102,"Census Tract 3461.02, Contra Costa County, California"
554,1549900,107549,6013346201,"Census Tract 3462.01, Contra Costa County, California"
555,1102000,57832,6013346203,"Census Tract 3462.03, Contra Costa County, California"
556,1369900,148432,6013346204,"Census Tract 3462.04, Contra Costa County, California"
557,1173800,117630,6013347000,"Census Tract 3470, Contra Costa County, California"
558,1624000,88831,6013348000,"Census Tract 3480, Contra Costa County, California"
559,1237300,114272,6013349000,"Census Tract 3490, Contra Costa County, California"
560,1162100,70019,6013350000,"Census Tract 3500, Contra Costa County, California"
561,540500,28610,6013351101,"Census Tract 3511.01, Contra Costa County, California"
562,366500,11682,6013351102,"Census Tract 3511.02, Contra Costa County, California"
563,639700,26834,6013351103,"Census Tract 3511.03, Contra Costa County, California"
564,1367700,70104,6013351200,"Census Tract 3512, Contra Costa County, California"
565,1297400,73020,6013352101,"Census Tract 3521.01, Contra Costa County, California"
566,1232300,53905,6013352102,"Census Tract 3521.02, Contra Costa County, California"
567,1148500,56915,6013352201,"Census Tract 3522.01, Contra Costa County, California"
568,1029000,76512,6013352202,"Census Tract 3522.02, Contra Costa County, California"
569,1402000,132841,6013353001,"Census Tract 3530.01, Contra Costa County, California"
570,1436200,115260,6013353002,"Census Tract 3530.02, Contra Costa County, California"
571,1170500,36962,6013354001,"Census Tract 3540.01, Contra Costa County, California"
572,1715000,106309,6013354002,"Census Tract 3540.02, Contra Costa County, California"
573,415600,21679,6013355107,"Census Tract 3551.07, Contra Costa County, California"
574,463600,33383,6013355108,"Census Tract 3551.08, Contra Costa County, California"
575,457400,17040,6013355109,"Census Tract 3551.09, Contra Costa County, California"
576,403300,27790,6013355110,"Census Tract 3551.10, Contra Costa County, California"
577,416100,18179,6013355111,"Census Tract 3551.11, Contra Costa County, California"
578,1546900,109046,6013355112,"Census Tract 3551.12, Contra Costa County, California"
579,1233800,65110,6013355113,"Census Tract 3551.13, Contra Costa County, California"
580,1102600,36892,6013355114,"Census Tract 3551.14, Contra Costa County, California"
581,1001100,45110,6013355115,"Census Tract 3551.15, Contra Costa County, California"
