,CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lalowihalf,lawhitehalf,lablackhalf,laasianhalf,lanhopihalf,laaianhalf,laomultirhalf,lahisphalf,lahunvhalf,lasnaphalf,lapop1,lalowi1,lawhite1,lablack1,laasian1,lanhopi1,laaian1,laomultir1,lahisp1,lahunv1,lasnap1,lapop10,lalowi10,lawhite10,lablack10,laasian10,lanhopi10,laaian10,laomultir10,lahisp10,lahunv10,lasnap10,lapop20,lalowi20,lawhite20,lablack20,laasian20,lanhopi20,laaian20,laomultir20,lahisp20,lahunv20,lasnap20,TractLOWI,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
3616,6001406300,California,Alameda County,1,4113,1211,0,47.0,1.14,0,1,0,1,1,1,26.9,49739.0,0,1,0,1,0,0,0,1,,3337.0,,,1433.0,,3337.0,1433.0,634.0,678.0,1139.0,25.0,46.0,815.0,1239.0,133.0,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966.0,859.0,777.0,1409.0,32.0,72.0,964.0,1574.0,219.0,183.0
3617,6001406400,California,Alameda County,1,2145,710,0,314.0,14.64,0,1,0,0,0,1,20.0,77401.0,0,1,0,1,0,0,0,0,,685.0,,,274.0,,685.0,274.0,224.0,188.0,163.0,0.0,7.0,104.0,123.0,54.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,957.0,618.0,604.0,570.0,15.0,30.0,308.0,372.0,180.0,120.0
3618,6001406500,California,Alameda County,1,5930,1854,0,74.0,1.25,0,1,0,1,1,1,26.9,39032.0,0,1,0,1,0,0,0,1,,3665.0,,,1848.0,,3665.0,1848.0,866.0,831.0,940.0,28.0,38.0,962.0,1456.0,197.0,226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3194.0,1437.0,1206.0,1436.0,37.0,82.0,1732.0,2608.0,364.0,371.0
3619,6001406601,California,Alameda County,1,4596,1680,0,9.0,0.2,0,1,0,1,1,1,12.8,54109.0,0,1,0,1,0,0,0,1,,2613.0,,,1135.0,,2613.0,1135.0,529.0,686.0,862.0,16.0,19.0,501.0,733.0,155.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982.0,908.0,1292.0,1542.0,18.0,38.0,798.0,1074.0,226.0,139.0
3620,6001406602,California,Alameda County,1,2493,881,0,33.0,1.32,0,1,0,0,0,1,15.2,72313.0,0,1,0,1,0,0,0,0,,604.0,,,408.0,,604.0,408.0,74.0,130.0,235.0,1.0,4.0,161.0,185.0,16.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295.0,497.0,668.0,709.0,1.0,31.0,587.0,739.0,122.0,62.0
3621,6001406700,California,Alameda County,1,5048,2218,0,40.0,0.79,0,0,0,0,0,0,7.8,123056.0,0,1,0,1,0,0,0,0,,2616.0,,,376.0,,2616.0,376.0,1629.0,273.0,464.0,13.0,18.0,220.0,210.0,57.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,969.0,2694.0,700.0,1112.0,30.0,37.0,475.0,442.0,275.0,9.0
3622,6001406800,California,Alameda County,1,3428,1370,0,6.0,0.18,0,0,0,0,0,0,7.1,112500.0,0,0,0,0,0,0,0,0,,87.0,,,6.0,,87.0,6.0,51.0,18.0,14.0,0.0,0.0,4.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597.0,1542.0,536.0,997.0,20.0,19.0,314.0,380.0,69.0,53.0
3623,6001406900,California,Alameda County,1,3719,1488,0,8.0,0.22,0,0,0,0,0,0,8.8,121964.0,0,1,0,1,0,0,0,0,,530.0,,,143.0,,530.0,143.0,164.0,172.0,110.0,1.0,12.0,72.0,73.0,20.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.0,1532.0,837.0,852.0,6.0,39.0,453.0,472.0,99.0,48.0
3624,6001407000,California,Alameda County,1,5885,2005,0,152.0,2.58,0,1,0,1,1,1,21.0,59688.0,0,1,0,1,0,0,0,1,,4160.0,,,1896.0,,4160.0,1896.0,835.0,1110.0,1155.0,21.0,41.0,997.0,1257.0,299.0,256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2554.0,1174.0,1528.0,1885.0,39.0,51.0,1208.0,1546.0,362.0,363.0
3625,6001407101,California,Alameda County,1,3414,1002,0,0.0,0.0,0,0,0,0,0,1,35.1,48239.0,0,0,0,0,0,0,0,0,,387.0,,,197.0,,387.0,197.0,69.0,115.0,111.0,0.0,8.0,85.0,120.0,22.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,879.0,552.0,634.0,30.0,44.0,1275.0,1916.0,152.0,228.0
3626,6001407102,California,Alameda County,1,4351,1263,0,6.0,0.14,0,1,0,1,1,1,25.2,56071.0,0,1,0,1,0,0,0,1,,1498.0,,,857.0,,1498.0,857.0,326.0,441.0,262.0,15.0,15.0,438.0,596.0,123.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718.0,1092.0,919.0,872.0,15.0,55.0,1398.0,2096.0,182.0,259.0
3627,6001407200,California,Alameda County,1,6746,1851,0,135.0,2.0,0,0,0,0,0,1,31.1,41944.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3871.0,2088.0,505.0,711.0,7.0,169.0,3266.0,5044.0,479.0,421.0
3628,6001407300,California,Alameda County,1,2598,738,0,4.0,0.15,0,0,0,0,0,1,21.3,39605.0,0,0,0,0,0,0,0,0,,8.0,,,4.0,,8.0,4.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1377.0,856.0,350.0,222.0,17.0,33.0,1120.0,1639.0,110.0,135.0
3629,6001407400,California,Alameda County,1,3954,1081,0,51.0,1.29,0,0,0,0,0,1,23.9,57177.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2325.0,913.0,825.0,381.0,19.0,66.0,1750.0,2566.0,211.0,271.0
3630,6001407500,California,Alameda County,1,3931,1196,0,63.0,1.6,0,0,0,0,0,1,38.2,29851.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3281.0,802.0,1504.0,250.0,59.0,35.0,1281.0,1945.0,229.0,242.0
3631,6001407600,California,Alameda County,1,6027,2022,0,53.0,0.88,0,1,0,1,1,1,21.0,78471.0,0,1,0,1,0,0,0,1,,4000.0,,,1468.0,,4000.0,1468.0,1019.0,1634.0,389.0,83.0,48.0,828.0,1206.0,164.0,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2472.0,1401.0,2216.0,693.0,155.0,74.0,1488.0,2097.0,267.0,279.0
3632,6001407700,California,Alameda County,1,4109,1714,0,10.0,0.24,0,0,0,0,0,0,3.3,98875.0,0,1,0,1,0,0,0,0,,2530.0,,,402.0,,2530.0,402.0,822.0,1213.0,215.0,16.0,24.0,240.0,285.0,91.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807.0,1133.0,2127.0,311.0,26.0,35.0,477.0,558.0,123.0,131.0
3633,6001407800,California,Alameda County,1,2425,715,0,688.0,28.37,0,0,0,0,0,0,10.3,108333.0,0,1,0,1,0,0,0,0,,2425.0,,,848.0,,2425.0,848.0,966.0,806.0,233.0,22.0,25.0,373.0,424.0,38.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.0,966.0,806.0,233.0,22.0,25.0,373.0,424.0,39.0,32.0
3634,6001407900,California,Alameda County,1,2706,1105,0,40.0,1.48,0,0,0,0,0,0,6.5,140313.0,0,1,0,1,0,0,0,0,,2412.0,,,334.0,,2412.0,334.0,1048.0,586.0,443.0,4.0,11.0,321.0,325.0,10.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.0,1219.0,626.0,484.0,5.0,11.0,361.0,354.0,12.0,34.0
3635,6001408000,California,Alameda County,1,2671,996,0,351.0,13.14,0,0,0,0,0,0,3.9,161500.0,0,1,0,1,0,0,0,0,,780.0,,,69.0,,780.0,69.0,524.0,74.0,116.0,3.0,2.0,62.0,50.0,20.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.0,1490.0,355.0,521.0,16.0,10.0,279.0,257.0,64.0,17.0
3636,6001408100,California,Alameda County,1,5991,2543,0,0.0,0.0,0,0,0,0,0,0,3.5,171687.0,1,1,1,1,1,0,0,0,4396.0,5754.0,4396.0,506.0,671.0,506.0,5754.0,671.0,2265.0,1816.0,1142.0,15.0,12.0,505.0,438.0,53.0,0.0,4396.0,506.0,1629.0,1483.0,891.0,12.0,9.0,372.0,318.0,50.0,0.0,,,,,,,,,,,,,,,,,,,,,,,725.0,2352.0,1874.0,1210.0,15.0,12.0,528.0,464.0,55.0,0.0
3637,6001408200,California,Alameda County,1,4054,1638,0,0.0,0.0,0,1,0,0,0,1,18.2,71597.0,0,1,0,1,0,0,0,0,,1926.0,,,509.0,,1926.0,509.0,590.0,917.0,119.0,13.0,21.0,266.0,307.0,52.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1456.0,901.0,2188.0,190.0,38.0,25.0,712.0,817.0,343.0,218.0
3638,6001408300,California,Alameda County,1,4167,1653,0,17.0,0.41,0,1,0,1,1,1,10.0,90357.0,0,1,0,1,0,0,0,1,132.0,3592.0,132.0,16.0,808.0,16.0,3592.0,808.0,1127.0,1546.0,322.0,23.0,27.0,548.0,575.0,129.0,195.0,132.0,16.0,42.0,39.0,16.0,0.0,3.0,31.0,31.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,1353.0,1211.0,1917.0,345.0,29.0,29.0,636.0,676.0,183.0,240.0
3639,6001408400,California,Alameda County,1,3323,1080,0,2.0,0.06,0,0,0,0,0,1,21.3,34085.0,0,0,0,0,0,0,0,0,,411.0,,,197.0,,411.0,197.0,56.0,252.0,8.0,8.0,3.0,83.0,118.0,32.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1782.0,419.0,1753.0,99.0,84.0,42.0,926.0,1258.0,223.0,205.0
3640,6001408500,California,Alameda County,1,4972,1476,0,2.0,0.04,0,1,0,0,0,1,16.9,54035.0,0,1,0,1,0,0,0,0,,723.0,,,521.0,,723.0,521.0,120.0,353.0,8.0,0.0,0.0,243.0,350.0,34.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2889.0,812.0,2349.0,114.0,109.0,28.0,1560.0,2263.0,258.0,333.0
3641,6001408600,California,Alameda County,1,5492,1702,0,82.0,1.49,0,0,0,0,0,1,25.5,41448.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3759.0,985.0,2546.0,234.0,52.0,51.0,1624.0,2476.0,313.0,435.0
3642,6001408700,California,Alameda County,1,7207,2259,0,20.0,0.28,0,1,0,0,0,1,22.8,52380.0,0,1,0,1,0,0,0,0,,670.0,,,141.0,,670.0,141.0,131.0,414.0,22.0,0.0,1.0,101.0,147.0,72.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3383.0,1374.0,3201.0,330.0,70.0,44.0,2188.0,3236.0,356.0,289.0
3643,6001408800,California,Alameda County,1,5547,1691,0,0.0,0.0,0,1,0,1,1,1,36.0,29555.0,0,1,0,1,0,0,0,1,,2317.0,,,1717.0,,2317.0,1717.0,244.0,1355.0,197.0,17.0,7.0,496.0,644.0,292.0,229.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4658.0,939.0,2377.0,424.0,35.0,31.0,1741.0,2548.0,658.0,633.0
3644,6001408900,California,Alameda County,1,3414,960,0,127.0,3.72,0,0,0,0,0,1,30.2,43800.0,0,0,0,0,0,0,0,0,,116.0,,,63.0,,116.0,63.0,13.0,57.0,0.0,0.0,0.0,46.0,54.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1767.0,656.0,1119.0,87.0,58.0,47.0,1447.0,2029.0,232.0,157.0
3645,6001409000,California,Alameda County,1,3552,984,0,50.0,1.41,1,1,1,0,0,1,20.4,59750.0,1,1,1,1,1,0,0,0,1776.0,3552.0,1776.0,795.0,1476.0,795.0,3552.0,1476.0,732.0,1570.0,130.0,30.0,24.0,1066.0,1733.0,61.0,108.0,1776.0,795.0,345.0,852.0,88.0,23.0,11.0,457.0,775.0,23.0,52.0,,,,,,,,,,,,,,,,,,,,,,,1621.0,732.0,1570.0,130.0,30.0,24.0,1066.0,1733.0,67.0,119.0
3646,6001409100,California,Alameda County,1,2255,601,0,62.0,2.75,0,1,0,1,1,1,19.9,58250.0,0,1,0,1,0,0,0,1,368.0,2255.0,368.0,151.0,932.0,151.0,2255.0,932.0,504.0,942.0,52.0,31.0,24.0,702.0,1169.0,142.0,137.0,368.0,151.0,78.0,160.0,18.0,7.0,4.0,101.0,172.0,21.0,23.0,,,,,,,,,,,,,,,,,,,,,,,954.0,504.0,942.0,52.0,31.0,24.0,702.0,1169.0,163.0,153.0
3647,6001409200,California,Alameda County,1,3152,838,0,4.0,0.13,0,1,0,0,0,1,16.5,52961.0,0,1,0,1,0,0,0,0,,3144.0,,,1377.0,,3144.0,1377.0,391.0,1278.0,144.0,63.0,23.0,1246.0,1555.0,52.0,167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1560.0,393.0,1281.0,144.0,63.0,23.0,1248.0,1559.0,59.0,190.0
3648,6001409300,California,Alameda County,1,5229,1463,0,74.0,1.42,0,1,0,0,0,1,27.5,48896.0,0,1,0,1,0,0,0,0,,835.0,,,498.0,,835.0,498.0,158.0,253.0,28.0,1.0,15.0,380.0,535.0,27.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2970.0,1248.0,1691.0,146.0,46.0,39.0,2059.0,3143.0,227.0,350.0
3649,6001409400,California,Alameda County,1,4306,1094,0,6.0,0.14,0,0,0,0,0,1,25.4,41322.0,0,0,0,0,0,0,0,0,,77.0,,,49.0,,77.0,49.0,12.0,21.0,30.0,0.0,0.0,14.0,18.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2794.0,1137.0,1028.0,217.0,40.0,40.0,1844.0,2891.0,98.0,296.0
3650,6001409500,California,Alameda County,1,3122,802,0,19.0,0.61,0,0,0,0,0,1,32.3,37634.0,0,0,0,0,0,0,0,0,,77.0,,,48.0,,77.0,48.0,18.0,18.0,3.0,0.0,1.0,37.0,50.0,5.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2657.0,825.0,795.0,62.0,59.0,26.0,1355.0,2117.0,213.0,314.0
3651,6001409600,California,Alameda County,1,5063,1402,0,12.0,0.24,0,0,0,0,0,1,21.8,49906.0,0,0,0,0,0,0,0,0,,489.0,,,352.0,,489.0,352.0,72.0,195.0,2.0,1.0,1.0,218.0,287.0,18.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3049.0,1015.0,1723.0,134.0,80.0,44.0,2067.0,2977.0,172.0,314.0
3652,6001409700,California,Alameda County,1,4696,1437,0,39.0,0.83,0,1,0,1,1,1,18.5,49030.0,0,1,0,1,0,0,0,1,,4529.0,,,2217.0,,4529.0,2217.0,739.0,2287.0,185.0,115.0,37.0,1167.0,1739.0,216.0,193.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2545.0,784.0,2343.0,191.0,119.0,38.0,1221.0,1830.0,243.0,213.0
3653,6001409800,California,Alameda County,1,2887,1121,0,139.0,4.81,1,1,1,1,1,1,15.7,85430.0,1,1,1,1,1,0,0,1,921.0,2887.0,921.0,247.0,863.0,247.0,2887.0,863.0,498.0,1916.0,126.0,13.0,11.0,323.0,368.0,204.0,69.0,921.0,247.0,166.0,624.0,47.0,0.0,1.0,82.0,85.0,22.0,23.0,,,,,,,,,,,,,,,,,,,,,,,1050.0,498.0,1916.0,126.0,13.0,11.0,323.0,368.0,245.0,81.0
3654,6001409900,California,Alameda County,1,3308,1373,0,23.0,0.7,0,0,0,0,0,0,9.7,152500.0,1,1,1,1,1,0,0,0,3078.0,3308.0,3078.0,478.0,515.0,478.0,3308.0,515.0,978.0,1791.0,253.0,9.0,9.0,268.0,268.0,6.0,81.0,3078.0,478.0,919.0,1663.0,238.0,9.0,7.0,242.0,241.0,6.0,75.0,,,,,,,,,,,,,,,,,,,,,,,560.0,978.0,1791.0,253.0,9.0,9.0,268.0,268.0,7.0,84.0
3655,6001410000,California,Alameda County,1,2805,1137,0,0.0,0.0,0,0,0,0,0,0,4.0,114792.0,1,1,1,1,1,0,0,0,721.0,2364.0,721.0,73.0,245.0,73.0,2364.0,245.0,858.0,1136.0,148.0,7.0,18.0,198.0,222.0,14.0,15.0,721.0,73.0,266.0,336.0,56.0,2.0,5.0,55.0,50.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,345.0,974.0,1393.0,180.0,7.0,20.0,231.0,268.0,20.0,19.0
3656,6001410100,California,Alameda County,1,2406,899,0,9.0,0.37,0,1,0,0,0,1,18.7,65417.0,0,1,0,1,0,0,0,0,,1290.0,,,378.0,,1290.0,378.0,230.0,815.0,67.0,11.0,14.0,153.0,199.0,41.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906.0,385.0,1506.0,139.0,18.0,22.0,336.0,427.0,96.0,169.0
3657,6001410200,California,Alameda County,1,3062,1027,0,10.0,0.33,0,1,0,0,0,1,22.2,56655.0,0,1,0,1,0,0,0,0,,1061.0,,,592.0,,1061.0,592.0,126.0,564.0,40.0,3.0,5.0,323.0,398.0,66.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1499.0,415.0,1671.0,151.0,25.0,20.0,780.0,1038.0,224.0,160.0
3658,6001410300,California,Alameda County,1,3536,892,0,0.0,0.0,0,0,0,0,0,1,19.0,51182.0,0,0,0,0,0,0,0,0,,306.0,,,123.0,,306.0,123.0,36.0,106.0,11.0,6.0,3.0,144.0,159.0,3.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1857.0,766.0,1035.0,117.0,101.0,34.0,1483.0,2186.0,55.0,177.0
3659,6001410400,California,Alameda County,1,3792,1235,0,10.0,0.26,0,0,0,0,0,1,15.6,71094.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1388.0,831.0,1593.0,327.0,13.0,15.0,1013.0,1644.0,117.0,91.0
3660,6001410500,California,Alameda County,1,2193,848,0,50.0,2.28,1,1,1,1,1,1,41.3,27950.0,1,1,1,1,1,0,0,1,1448.0,2161.0,1448.0,991.0,1479.0,991.0,2161.0,1479.0,174.0,1368.0,370.0,4.0,13.0,230.0,200.0,246.0,323.0,1448.0,991.0,60.0,914.0,311.0,3.0,7.0,153.0,136.0,169.0,222.0,,,,,,,,,,,,,,,,,,,,,,,1624.0,188.0,1384.0,372.0,4.0,13.0,232.0,200.0,276.0,362.0
3661,6001420100,California,Alameda County,1,2355,888,0,0.0,0.0,0,0,0,0,0,0,1.9,150859.0,0,0,0,0,0,0,0,0,,31.0,,,4.0,,31.0,4.0,17.0,1.0,9.0,0.0,0.0,4.0,3.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.0,1550.0,55.0,511.0,4.0,8.0,227.0,205.0,31.0,3.0
3662,6001420200,California,Alameda County,1,2898,1217,0,5.0,0.17,0,0,0,0,0,0,6.5,106542.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572.0,1500.0,92.0,942.0,6.0,6.0,352.0,330.0,91.0,25.0
3663,6001420300,California,Alameda County,1,4571,1987,0,21.0,0.46,0,0,0,0,0,1,7.3,85150.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,995.0,2226.0,183.0,1708.0,8.0,20.0,426.0,422.0,65.0,39.0
3664,6001420400,California,Alameda County,1,3124,1094,0,39.0,1.25,0,0,0,0,0,1,27.4,46171.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1326.0,1078.0,121.0,1515.0,16.0,40.0,354.0,424.0,159.0,118.0
3665,6001420500,California,Alameda County,1,2308,932,0,11.0,0.48,0,0,0,0,0,0,7.9,115000.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.0,1332.0,99.0,631.0,3.0,9.0,234.0,259.0,87.0,30.0
3666,6001420600,California,Alameda County,1,3283,1283,0,9.0,0.27,0,0,0,0,0,0,5.3,180909.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.0,2442.0,95.0,483.0,0.0,5.0,258.0,251.0,65.0,27.0
3667,6001421100,California,Alameda County,1,1992,842,0,0.0,0.0,0,0,0,0,0,0,2.2,192708.0,1,1,1,1,1,0,0,0,1031.0,1992.0,1031.0,57.0,75.0,57.0,1992.0,75.0,1596.0,38.0,234.0,7.0,2.0,115.0,100.0,11.0,0.0,1031.0,57.0,820.0,21.0,134.0,0.0,2.0,55.0,58.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,82.0,1596.0,38.0,234.0,7.0,2.0,115.0,100.0,10.0,0.0
3668,6001421200,California,Alameda County,1,3563,1464,0,0.0,0.0,0,0,0,0,0,0,2.5,233309.0,0,1,0,1,0,0,0,0,455.0,2576.0,455.0,16.0,136.0,16.0,2576.0,136.0,2128.0,60.0,229.0,4.0,3.0,152.0,135.0,28.0,0.0,455.0,16.0,377.0,11.0,40.0,0.0,0.0,27.0,19.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,182.0,2965.0,73.0,296.0,5.0,4.0,220.0,191.0,29.0,0.0
3669,6001421300,California,Alameda County,1,3844,1672,0,0.0,0.0,0,0,0,0,0,0,3.3,183512.0,0,0,0,0,0,0,0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.0,3142.0,69.0,372.0,3.0,9.0,249.0,202.0,20.0,21.0
3670,6001421400,California,Alameda County,1,1593,663,0,0.0,0.0,0,0,0,0,0,0,5.8,181146.0,0,1,0,1,0,0,0,0,,508.0,,,80.0,,508.0,80.0,423.0,13.0,43.0,0.0,0.0,29.0,10.0,11.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,1354.0,28.0,129.0,0.0,4.0,78.0,62.0,22.0,9.0
3671,6001421500,California,Alameda County,1,3640,1555,0,23.0,0.63,0,0,0,0,0,0,4.2,205536.0,1,1,1,1,1,0,0,0,1281.0,3411.0,1281.0,92.0,299.0,92.0,3411.0,299.0,2824.0,59.0,306.0,0.0,6.0,216.0,172.0,54.0,10.0,1281.0,92.0,1061.0,29.0,123.0,0.0,3.0,65.0,63.0,20.0,4.0,,,,,,,,,,,,,,,,,,,,,,,324.0,3020.0,60.0,319.0,0.0,6.0,235.0,188.0,65.0,11.0
3672,6001421600,California,Alameda County,1,3558,1589,0,8.0,0.22,0,0,0,0,0,0,7.6,201016.0,1,1,1,1,1,0,0,0,866.0,2595.0,866.0,117.0,279.0,117.0,2595.0,279.0,2081.0,53.0,254.0,5.0,4.0,198.0,133.0,14.0,0.0,866.0,117.0,660.0,25.0,98.0,2.0,1.0,79.0,42.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,419.0,2872.0,59.0,368.0,5.0,5.0,249.0,188.0,30.0,0.0
3673,6001421700,California,Alameda County,1,3198,1574,0,48.0,1.5,0,0,0,0,0,0,15.0,141705.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,938.0,2305.0,99.0,523.0,3.0,16.0,252.0,233.0,297.0,90.0
3674,6001421800,California,Alameda County,1,2007,886,0,0.0,0.0,0,0,0,0,0,0,5.4,159688.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.0,1587.0,59.0,219.0,0.0,7.0,135.0,100.0,110.0,0.0
3675,6001421900,California,Alameda County,1,3632,1689,0,8.0,0.22,0,0,0,0,0,0,6.9,125238.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.0,2475.0,297.0,503.0,2.0,21.0,334.0,331.0,142.0,45.0
3676,6001422000,California,Alameda County,1,1756,667,0,304.0,17.31,0,0,0,0,0,1,20.2,100559.0,0,0,0,0,0,0,0,0,9.0,139.0,9.0,2.0,42.0,2.0,139.0,42.0,105.0,12.0,8.0,1.0,1.0,12.0,7.0,5.0,7.0,9.0,2.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,603.0,848.0,504.0,175.0,5.0,9.0,215.0,222.0,63.0,80.0
3677,6001422100,California,Alameda County,1,2685,1114,0,0.0,0.0,0,0,0,0,0,1,5.2,77188.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771.0,1225.0,450.0,339.0,4.0,33.0,634.0,761.0,198.0,45.0
3678,6001422200,California,Alameda County,1,3144,1527,0,66.0,2.1,0,0,0,0,0,0,9.1,132917.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781.0,1882.0,402.0,484.0,13.0,11.0,352.0,358.0,148.0,49.0
3679,6001422300,California,Alameda County,1,3387,1661,0,2.0,0.06,0,0,0,0,0,0,16.7,126607.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191.0,2224.0,196.0,651.0,3.0,6.0,307.0,311.0,343.0,46.0
3680,6001422400,California,Alameda County,1,4196,2198,0,6.0,0.14,0,0,0,0,0,1,27.7,95449.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1760.0,2324.0,191.0,1360.0,2.0,5.0,314.0,343.0,667.0,96.0
